scenario,plant,work_center,tool_no_if_available,bottleneck_severity,top_driver_project_count,suggested_capacity_lever,explanation_note
all_in,NW07,P01_NW07_PRESS_5,T-70050-D,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_5 peaks at 10723% utilisation, 1277207.2 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
all_in,NW10,P01_NW10_PRESS_4,T-70122-B,critical,13,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_4 peaks at 10229% utilisation, 1122630.1 overload hours total, driven by 13 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
all_in,NW13,P01_NW13_PRESS_4,T-70445-D,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_4 peaks at 9021% utilisation, 979613.8 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
all_in,NW05,P01_NW05_PRESS_6,T-70573-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_6 peaks at 8719% utilisation, 1061322.0 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
all_in,NW11,P01_NW11_PRESS_4,T-70604-C,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_4 peaks at 7061% utilisation, 717900.6 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW14,P01_NW14_GRINDING_1,T-70494-A,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_GRINDING_1 peaks at 47671% utilisation, 1699904.5 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_GRINDING_1,T-70649-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_GRINDING_1 peaks at 44798% utilisation, 2438578.3 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW11,P01_NW11_PRESS_1,T-70171-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_1 peaks at 43968% utilisation, 2571494.5 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_ASSY_1,T-70261-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_ASSY_1 peaks at 42679% utilisation, 1535354.3 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_GRINDING_1,T-70065-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_GRINDING_1 peaks at 40149% utilisation, 1361160.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_1,T-70377-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_1 peaks at 39775% utilisation, 2311412.3 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_ASSY_1,T-70317-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_ASSY_1 peaks at 38609% utilisation, 1231285.9 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_PRESS_2,T-70154-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_2 peaks at 38473% utilisation, 1457776.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_ASSY_1,T-70027-B,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_ASSY_1 peaks at 38413% utilisation, 1316402.2 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_PRESS_1,T-70130-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_1 peaks at 37802% utilisation, 2389841.9 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_ASSY_1,T-70472-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_ASSY_1 peaks at 37407% utilisation, 1976009.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_ASSY_1,T-70649-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_ASSY_1 peaks at 36964% utilisation, 1306085.9 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_LATHE_1,T-70195-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_LATHE_1 peaks at 36629% utilisation, 1785680.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_PRESS_2,T-70268-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_2 peaks at 36386% utilisation, 1353372.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_PRESS_1,T-70069-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_1 peaks at 35985% utilisation, 1399867.1 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_ASSY_1,T-70271-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_ASSY_1 peaks at 34981% utilisation, 2124834.2 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_2,T-70539-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_2 peaks at 34164% utilisation, 1966038.4 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_PRESS_3,T-70655-D,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_3 peaks at 33884% utilisation, 2190521.2 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_GRINDING_1,T-70510-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_GRINDING_1 peaks at 33779% utilisation, 1775832.5 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW11,P01_NW11_ASSY_1,T-70628-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_ASSY_1 peaks at 33374% utilisation, 1858133.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_PRESS_1,T-70620-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_1 peaks at 32837% utilisation, 1699590.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_GRINDING_1,T-70650-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_GRINDING_1 peaks at 32601% utilisation, 1804658.5 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_GRINDING_1,T-70434-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_GRINDING_1 peaks at 32562% utilisation, 1166718.9 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_GRINDING_1,T-70288-A,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_GRINDING_1 peaks at 32368% utilisation, 1974437.1 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW11,P01_NW11_PRESS_2,T-70678-B,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_2 peaks at 32234% utilisation, 1897088.9 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_ASSY_1,T-70340-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_ASSY_1 peaks at 31851% utilisation, 1549529.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_PRES_3_1,T-70416-C,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_3_1 peaks at 31818% utilisation, 1915907.2 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_PRESS_2,T-70314-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_2 peaks at 31584% utilisation, 1076169.9 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW09,P01_NW09_PRESS_3,T-70169-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_3 peaks at 31449% utilisation, 1765908.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW12,P01_NW12_PRESS_1,T-70309-D,critical,9,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_1 peaks at 30895% utilisation, 1015771.0 overload hours total, driven by 9 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_PRES_3_2,T-70601-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_3_2 peaks at 30779% utilisation, 1876486.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_PRESS_2,T-70282-D,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_2 peaks at 30716% utilisation, 1960481.0 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_LATHE_1,T-70565-B,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_LATHE_1 peaks at 30682% utilisation, 1084530.3 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_ASSY_1,T-70479-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_ASSY_1 peaks at 30661% utilisation, 1133895.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_4,T-70017-B,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_4 peaks at 30562% utilisation, 1766849.4 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_PRESS_2,T-70194-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_2 peaks at 30342% utilisation, 1190784.7 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW14,P01_NW14_PRESS_1,T-70618-B,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_1 peaks at 30236% utilisation, 1123642.7 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_PRESS_1,T-70024-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_1 peaks at 29970% utilisation, 1136689.7 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_PRESS_3,T-70457-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_3 peaks at 29004% utilisation, 1125354.5 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_ASSY_1,T-70112-B,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_ASSY_1 peaks at 28833% utilisation, 1613953.4 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_PRESS_1,T-70286-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_1 peaks at 28477% utilisation, 1603046.0 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_ASSY_1,T-70039-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_ASSY_1 peaks at 28317% utilisation, 1548069.9 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_PRESS_2,T-70481-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_2 peaks at 28152% utilisation, 1576770.5 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_EXTRUSION_1,T-70378-D,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_EXTRUSION_1 peaks at 28107% utilisation, 997364.3 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW09,P01_NW09_PRESS_1,T-70091-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_1 peaks at 28097% utilisation, 1554328.5 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW12,P01_NW12_ASSY_1,T-70178-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_ASSY_1 peaks at 27790% utilisation, 857850.1 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_PRES_7_1,T-70607-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_7_1 peaks at 27701% utilisation, 1688909.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW09,P01_NW09_GRINDING_1,T-70306-C,critical,8,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_GRINDING_1 peaks at 27653% utilisation, 1434379.9 overload hours total, driven by 8 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_PRESS_2,T-70230-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_2 peaks at 26961% utilisation, 1376971.1 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_PRESS_3,T-70367-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_3 peaks at 26703% utilisation, 1579726.3 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_OVEN_1,T-70356-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_OVEN_1 peaks at 26663% utilisation, 1561782.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_PRESS_3,T-70320-C,critical,8,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_3 peaks at 26584% utilisation, 1474222.5 overload hours total, driven by 8 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW09,P01_NW09_EXTRUSION_1,T-70291-A,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_EXTRUSION_1 peaks at 25684% utilisation, 1357480.4 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW14,P01_NW14_PRESS_3,T-70307-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_3 peaks at 24983% utilisation, 932280.0 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_PRESS_1,T-70178-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_1 peaks at 24978% utilisation, 839795.0 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_3,T-70152-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_3 peaks at 24471% utilisation, 1396143.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW11,P01_NW11_GRINDING_1,T-70310-C,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_GRINDING_1 peaks at 24046% utilisation, 1322547.5 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_GRINDING_1,T-70492-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_GRINDING_1 peaks at 24021% utilisation, 1385860.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_EXTRUSION_1,T-70597-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_EXTRUSION_1 peaks at 23839% utilisation, 1290511.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW12,P01_NW12_GRINDING_1,T-70351-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_GRINDING_1 peaks at 23814% utilisation, 736931.7 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_EXTRUSION_1,T-70644-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_EXTRUSION_1 peaks at 23291% utilisation, 1349635.8 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_PRESS_1,T-70056-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_1 peaks at 23153% utilisation, 862458.4 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_GRINDING_1,T-70389-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_GRINDING_1 peaks at 23064% utilisation, 844686.8 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_GRINDING_1,T-70129-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_GRINDING_1 peaks at 22642% utilisation, 718326.6 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_EXTRUSION_1,T-70644-D,critical,8,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_EXTRUSION_1 peaks at 22233% utilisation, 812505.8 overload hours total, driven by 8 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_PRESS_4,T-70428-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_4 peaks at 21619% utilisation, 801468.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW03,P01_NW03_PRES_4,T-70547-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_4 peaks at 21447% utilisation, 1321683.3 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW14,P01_NW14_PRESS_2,T-70099-A,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_2 peaks at 21281% utilisation, 788919.7 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_PRESS_3,T-70098-A,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_3 peaks at 21250% utilisation, 724036.9 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_PRESS_1,T-70487-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_1 peaks at 21228% utilisation, 764364.9 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_OVEN_1,T-70325-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_OVEN_1 peaks at 21157% utilisation, 1176459.8 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_GRINDING_1,T-70526-C,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_GRINDING_1 peaks at 21051% utilisation, 726015.1 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW12,P01_NW12_PRESS_2,T-70574-A,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_2 peaks at 20875% utilisation, 679316.1 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_GRINDING_1,T-70516-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_GRINDING_1 peaks at 20452% utilisation, 1017091.9 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_EXTRUSION_1,T-70284-B,critical,8,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_EXTRUSION_1 peaks at 19621% utilisation, 700384.6 overload hours total, driven by 8 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW13,P01_NW13_OVEN_1,T-70607-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_OVEN_1 peaks at 19479% utilisation, 623208.5 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_PRESS_2,T-70608-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_2 peaks at 19435% utilisation, 694835.3 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW14,P01_NW14_ASSY_1,T-70049-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_ASSY_1 peaks at 19375% utilisation, 671829.1 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_PRESS_1,T-70326-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_1 peaks at 18595% utilisation, 1096223.0 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_PRESS_4,T-70414-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_4 peaks at 18359% utilisation, 710223.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_PRESS_6,T-70656-C,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_6 peaks at 18250% utilisation, 2161444.6 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW09,P01_NW09_PRESS_2,T-70047-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_2 peaks at 17944% utilisation, 1006777.5 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW12,P01_NW12_PRESS_3,T-70590-A,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_3 peaks at 17684% utilisation, 583895.7 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW05,P01_NW05_OVEN_1,T-70004-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_OVEN_1 peaks at 17628% utilisation, 641708.1 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_PRESS_3,T-70264-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_3 peaks at 17407% utilisation, 631467.8 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_PRESS_2,T-70058-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_2 peaks at 17325% utilisation, 1026148.2 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW02,P01_NW02_PRESS_3,T-70295-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_3 peaks at 17169% utilisation, 626078.0 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW10,P01_NW10_PRESS_3,T-70644-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_3 peaks at 15932% utilisation, 809307.4 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW07,P01_NW07_PRESS_3,T-70378-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_3 peaks at 15899% utilisation, 600639.9 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_EXTRUSION_1,T-70079-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_EXTRUSION_1 peaks at 15876% utilisation, 890814.6 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW06,P01_NW06_PRESS_4,T-70456-A,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_4 peaks at 15306% utilisation, 1742650.0 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_6,T-70689-C,critical,6,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_6 peaks at 14341% utilisation, 1658680.3 overload hours total, driven by 6 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW08,P01_NW08_PRESS_4,T-70172-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_4 peaks at 14332% utilisation, 1653931.3 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW11,P01_NW11_PRESS_3,T-70559-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_3 peaks at 14240% utilisation, 832602.7 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_PRESS_4,T-70443-B,critical,8,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_4 peaks at 13846% utilisation, 1461113.4 overload hours total, driven by 8 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW15,P01_NW15_PRESS_5,T-70470-C,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_5 peaks at 13344% utilisation, 1395158.0 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW01,P01_NW01_PRESS_5,T-70280-B,critical,5,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_5 peaks at 12570% utilisation, 1439920.6 overload hours total, driven by 5 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
expected_value,NW04,P01_NW04_PRESS_4,T-70111-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_4 peaks at 12485% utilisation, 1332142.6 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
